distance,R,G,B,W,C
15,4,3,3,12,B
15,4,4,3,12,B
15,4,4,3,8,B
15,3,3,4,8,B
15,3,3,4,10,B
15,5,3,4,12,B
15,3,4,3,11,B
15,4,3,4,8,B
15,5,4,3,12,B
15,3,4,3,11,B
15,4,4,3,12,B
15,4,3,4,11,B
15,4,3,3,10,B
15,3,4,4,12,B
15,5,4,4,10,B
15,4,4,4,9,B
15,5,3,3,11,B
15,4,3,3,12,B
15,4,3,3,9,B
15,5,4,4,12,B
15,3,3,4,9,B
15,5,3,3,12,B
15,5,4,4,8,B
15,4,4,4,8,B
15,4,3,4,10,B
15,4,3,4,8,B
15,4,4,4,9,B
15,5,3,3,8,B
15,4,4,4,11,B
15,4,3,3,12,B
15,4,3,3,12,B
15,5,3,3,11,B
15,5,3,3,12,B
15,4,4,4,8,B
15,4,3,3,10,B
15,3,4,4,12,B
15,3,3,4,9,B
15,3,3,4,12,B
15,3,4,4,9,B
15,5,3,3,8,B
15,4,3,3,11,B
15,4,4,4,11,B
15,4,3,4,9,B
15,5,4,4,11,B
15,4,3,3,11,B
15,3,4,4,8,B
15,3,4,3,12,B
15,4,4,3,12,B
15,3,3,3,8,B
15,4,4,4,9,B
15,3,4,4,10,B
15,4,4,4,10,B
15,4,4,4,8,B
15,3,3,3,12,B
15,5,4,3,10,B
15,5,4,3,11,B
15,5,4,4,11,B
15,4,4,3,8,B
15,3,4,4,8,B
15,5,3,3,12,B
15,4,3,3,12,B
15,4,4,3,9,B
15,4,4,4,11,B
15,3,4,4,11,B
15,3,4,3,11,B
15,5,3,4,12,B
15,5,4,4,8,B
15,4,3,3,11,B
15,4,3,3,11,B
15,4,4,3,9,B
15,5,4,3,8,B
15,5,3,4,10,B
15,5,3,4,9,B
15,4,4,4,12,B
15,5,4,4,9,B
15,3,4,3,8,B
15,4,4,3,11,B
15,4,4,4,10,B
15,4,3,4,9,B
15,4,4,3,10,B
15,4,3,3,9,B
15,3,3,4,12,B
15,5,4,4,11,B
15,3,4,4,12,B
15,3,4,4,9,B
15,4,4,3,8,B
15,5,4,4,11,B
15,5,3,3,10,B
15,5,4,4,10,B
15,3,4,3,10,B
15,3,3,4,12,B
15,3,3,4,12,B
15,3,3,4,11,B
15,4,4,3,8,B
15,3,4,3,10,B
15,5,4,3,11,B
15,3,3,3,9,B
15,3,3,4,10,B
15,3,4,3,9,B
15,3,3,3,11,B
15,4,4,4,9,B
15,3,4,3,11,B
15,5,4,4,9,B
15,4,4,4,10,B
15,3,3,3,10,B
15,4,3,4,10,B
15,3,3,3,8,B
15,5,4,3,8,B
15,5,4,3,11,B
15,4,3,4,11,B
15,5,3,3,12,B
15,3,3,4,8,B
15,5,3,3,10,B
15,4,3,3,12,B
15,3,3,3,10,B
15,4,4,3,9,B
15,3,4,4,11,B
15,4,3,4,8,B
15,4,4,4,11,B
15,4,4,3,10,B
15,3,4,3,9,B
15,5,3,4,12,B
15,3,4,4,10,B
15,5,4,4,9,B
15,4,4,4,11,B
15,4,3,4,11,B
15,4,4,4,10,B
15,5,3,3,12,B
15,3,4,4,10,B
15,4,4,3,8,B
15,3,3,4,11,B
15,5,4,4,10,B
15,3,4,3,8,B
15,5,4,4,10,B
15,5,3,4,10,B
15,3,3,4,9,B
15,5,3,4,9,B
15,5,3,4,11,B
15,3,4,4,8,B
15,3,4,3,8,B
15,5,3,4,12,B
15,4,4,4,9,B
15,4,3,4,12,B
15,5,4,4,10,B
15,5,3,3,8,B
15,3,3,4,10,B
15,3,3,3,11,B
15,5,3,3,11,B
15,5,4,3,9,B
15,3,4,4,12,B
15,4,3,4,8,B
15,5,3,4,11,B
15,4,4,4,10,B
15,5,4,4,11,B
15,4,3,4,8,B
15,3,3,4,9,B
15,5,3,4,8,B
15,4,4,3,11,B
15,5,3,4,12,B
15,5,3,4,8,B
15,5,3,4,12,B
15,3,3,4,10,B
15,5,3,4,10,B
15,5,4,3,8,B
15,3,3,4,9,B
15,3,4,4,9,B
15,4,4,3,11,B
15,3,4,3,8,B
15,5,3,4,8,B
15,3,4,3,10,B
15,4,4,4,8,B
3,24,22,21,61,B
3,25,21,21,63,B
3,25,21,21,63,B
3,24,22,21,64,B
3,24,21,22,64,B
3,25,21,21,63,B
3,25,22,21,63,B
3,24,22,22,61,B
3,24,22,21,61,B
3,25,21,22,62,B
3,24,21,22,62,B
3,24,21,22,62,B
3,24,22,22,62,B
3,24,22,21,63,B
3,24,21,21,62,B
3,24,22,21,63,B
3,25,21,21,61,B
3,24,21,21,62,B
3,25,22,22,61,B
3,24,21,22,63,B
3,25,22,21,62,B
3,24,21,22,63,B
3,24,22,21,63,B
3,24,21,22,64,B
3,25,22,21,64,B
3,25,21,21,62,B
3,25,21,22,62,B
3,24,22,21,63,B
3,25,22,21,63,B
3,24,22,22,62,B
3,25,21,22,63,B
3,25,22,22,63,B
3,25,21,21,64,B
3,24,22,22,64,B
3,25,22,21,62,B
3,24,21,21,64,B
3,24,21,21,63,B
3,25,21,21,62,B
3,24,22,22,61,B
3,24,22,21,61,B
3,25,22,22,62,B
3,25,22,21,62,B
3,25,21,21,61,B
3,24,21,22,61,B
3,25,22,22,61,B
3,25,22,21,63,B
3,24,22,21,63,B
3,25,21,22,61,B
3,24,22,22,63,B
3,24,21,21,63,B
3,24,22,22,62,B
3,24,22,21,61,B
3,24,22,22,62,B
3,24,22,21,64,B
3,25,21,22,64,B
3,25,21,22,64,B
3,24,21,22,61,B
3,25,21,22,62,B
3,24,22,21,61,B
3,24,22,22,63,B
3,24,21,22,63,B
3,24,21,22,63,B
3,25,22,22,61,B
3,25,22,22,62,B
3,24,21,21,62,B
3,24,21,22,61,B
3,25,21,21,62,B
3,25,21,22,64,B
3,25,22,21,64,B
3,24,21,22,62,B
3,25,21,22,63,B
3,25,21,22,61,B
3,25,22,21,62,B
3,25,21,22,61,B
3,24,21,22,64,B
3,24,21,21,64,B
3,25,21,21,61,B
3,25,21,22,63,B
3,25,22,21,63,B
3,25,22,22,61,B
3,25,22,22,62,B
3,24,22,22,63,B
3,24,22,21,64,B
3,25,22,21,63,B
3,25,21,22,63,B
3,24,21,22,63,B
3,25,21,21,64,B
3,25,22,22,64,B
3,25,21,21,63,B
3,24,21,22,61,B
3,24,22,22,63,B
3,24,22,21,61,B
3,24,21,22,61,B
3,25,21,22,64,B
3,25,21,22,61,B
3,24,22,21,63,B
3,25,22,22,64,B
3,24,22,22,64,B
3,24,22,21,63,B
3,24,22,22,64,B
3,24,21,21,62,B
3,24,21,22,64,B
3,25,21,22,61,B
3,24,21,21,64,B
3,24,21,22,64,B
3,24,21,22,61,B
3,25,22,21,61,B
3,25,21,22,64,B
3,24,21,21,61,B
3,24,22,21,64,B
3,25,21,21,64,B
3,25,21,22,62,B
3,25,22,22,64,B
3,25,22,22,62,B
3,25,22,22,62,B
3,25,21,22,61,B
3,25,21,22,61,B
3,25,21,22,61,B
3,25,22,21,63,B
3,24,21,22,63,B
3,24,21,21,64,B
3,25,22,21,61,B
3,24,21,22,64,B
3,25,22,22,61,B
3,24,21,22,61,B
3,24,21,22,61,B
3,24,22,22,61,B
3,25,21,21,61,B
3,24,21,22,61,B
3,24,21,22,61,B
3,24,22,22,61,B
3,24,21,22,62,B
3,24,21,22,63,B
3,24,22,22,61,B
3,24,22,21,63,B
3,24,22,22,62,B
3,24,22,21,63,B
3,24,21,22,63,B
3,24,21,21,62,B
3,24,22,21,61,B
3,25,22,21,63,B
3,24,21,22,63,B
3,25,22,22,62,B
3,24,21,21,62,B
3,24,21,21,62,B
3,25,21,21,64,B
3,25,22,22,63,B
3,24,21,21,64,B
3,24,21,22,63,B
3,24,22,22,61,B
3,24,21,21,61,B
3,25,21,22,62,B
3,24,22,22,62,B
3,24,21,22,63,B
3,24,22,21,63,B
3,24,22,22,61,B
3,25,22,22,63,B
3,25,21,21,61,B
3,24,22,22,64,B
3,25,22,22,61,B
3,25,21,21,63,B
3,24,21,21,61,B
3,25,21,22,62,B
3,24,22,22,63,B
3,24,21,22,61,B
3,25,22,21,62,B
3,24,21,21,61,B
3,24,22,21,63,B
3,25,22,21,61,B
3,24,21,22,64,B
3,25,22,21,64,B
3,24,22,22,62,B
3,24,22,21,61,B
3,25,21,22,63,B
3,24,21,22,62,B
3,25,21,22,64,B
3,24,21,21,61,B
3,24,22,22,61,B
3,24,21,21,61,B
3,24,22,22,61,B
3,24,22,21,61,B
3,24,22,21,62,B
3,25,21,22,64,B
3,25,21,22,61,B
3,24,22,22,61,B
3,25,21,22,62,B
3,24,21,21,64,B
3,25,22,21,64,B
3,25,22,22,62,B
3,25,22,22,61,B
3,24,22,21,61,B
3,25,22,21,64,B
3,25,22,22,63,B
3,24,22,21,63,B
3,24,22,21,61,B
3,24,21,22,64,B
3,24,21,21,63,B
3,24,22,22,62,B
3,25,21,21,62,B
3,24,21,22,61,B
3,24,21,21,62,B
3,25,22,22,62,B
3,24,21,21,64,B
3,25,21,22,62,B
3,25,22,21,63,B
3,24,21,21,63,B
3,25,21,22,61,B
3,25,21,21,64,B
3,24,21,22,63,B
3,24,21,21,61,B
3,24,21,22,62,B
3,24,22,21,62,B
3,25,22,22,63,B
3,25,21,21,64,B
3,24,22,21,61,B
3,25,21,21,62,B
3,24,21,21,64,B
3,24,22,21,61,B
3,25,22,21,61,B
3,25,21,22,61,B
3,25,21,22,64,B
3,25,21,22,64,B
3,24,22,22,62,B
3,25,21,21,62,B
3,24,21,21,61,B
3,25,21,21,62,B
3,24,21,22,61,B
3,25,21,21,62,B
3,24,22,22,61,B
3,25,22,22,61,B
3,25,22,21,63,B
3,25,21,21,64,B
3,24,22,22,63,B
3,25,21,22,61,B
3,24,21,22,61,B
3,25,22,22,62,B
3,24,21,22,63,B
3,24,22,22,61,B
3,24,22,21,63,B
3,25,22,21,63,B
3,25,21,22,63,B
3,24,22,22,62,B
3,24,22,22,62,B
3,24,22,22,62,B
3,25,22,21,63,B
3,24,21,21,64,B
3,24,22,21,62,B
3,24,22,22,63,B
3,25,22,21,63,B
3,25,21,21,63,B
3,25,22,21,61,B
3,25,21,21,64,B
3,25,22,22,63,B
3,25,22,21,63,B
3,25,21,22,64,B
3,24,22,22,64,B
3,25,21,22,63,B
3,24,21,21,64,B
3,24,21,21,62,B
3,24,21,21,63,B
3,25,22,21,61,B
3,24,22,22,61,B
3,25,22,22,64,B
3,24,22,22,62,B
3,24,22,22,63,B
3,24,22,22,63,B
3,25,22,21,61,B
3,25,21,21,62,B
3,24,22,22,61,B
3,24,22,22,62,B
3,25,22,22,62,B
3,25,22,21,64,B
3,24,21,21,64,B
3,24,22,21,61,B
3,24,21,21,64,B
3,25,22,22,64,B
3,25,22,22,62,B
3,25,21,21,63,B
3,25,21,22,63,B
3,25,21,21,62,B
3,25,21,21,61,B
3,24,22,21,61,B
3,25,22,21,63,B
3,25,21,22,64,B
3,25,22,22,61,B
3,24,21,21,64,B
3,25,21,22,63,B
3,25,22,21,63,B
3,25,22,22,64,B
3,24,22,21,61,B
3,24,22,21,64,B
3,24,21,21,61,B
3,24,21,21,63,B
3,25,21,22,64,B
3,25,22,22,62,B
3,25,21,22,64,B
3,24,21,21,64,B
3,24,21,22,61,B
3,24,22,22,64,B
3,24,21,21,61,B
3,24,22,22,64,B
3,24,22,21,64,B
3,25,22,21,61,B
3,24,22,21,61,B
3,25,22,21,63,B
3,25,22,22,61,B
3,25,22,22,61,B
3,24,21,22,61,B
3,24,22,21,61,B
3,24,21,21,62,B
3,24,21,22,64,B
3,24,22,21,61,B
3,24,22,21,64,B
3,25,22,22,61,B
3,25,21,21,62,B
3,25,21,21,62,B
3,24,22,22,62,B
3,24,22,21,63,B
3,25,21,21,62,B
3,25,22,22,63,B
3,25,21,22,64,B
3,24,22,22,63,B
3,25,22,22,62,B
3,24,22,22,61,B
3,24,21,21,63,B
3,24,21,21,62,B
3,25,21,21,62,B
3,24,22,22,63,B
3,25,21,22,61,B
3,24,21,21,61,B
3,25,21,21,62,B
3,25,22,22,61,B
3,25,22,21,61,B
3,25,22,21,62,B
3,25,22,21,64,B
3,24,21,21,62,B
3,25,22,22,63,B
3,25,21,21,62,B
3,25,22,22,62,B
3,24,22,21,61,B
3,25,22,21,63,B
3,24,22,21,63,B
3,25,21,22,61,B
3,24,21,22,63,B
3,24,21,22,62,B
3,25,22,22,63,B
3,24,22,21,64,B
3,24,21,21,63,B
3,24,22,22,62,B
3,25,21,21,63,B
3,24,22,21,63,B
3,25,22,21,64,B
3,24,22,22,64,B
3,25,21,21,61,B
3,24,21,22,62,B
3,24,22,22,63,B
3,25,22,21,61,B
3,24,22,22,61,B
3,25,22,22,64,B
3,24,21,21,62,B
3,24,21,22,64,B
3,25,22,22,61,B
3,24,21,22,62,B
3,25,22,22,64,B
3,24,21,22,63,B
3,24,21,22,64,B
3,25,22,22,63,B
3,25,21,22,63,B
3,25,21,21,61,B
3,25,21,22,62,B
3,25,21,22,62,B
3,24,21,22,64,B
3,25,22,21,64,B
3,24,22,22,61,B
3,24,21,21,61,B
3,25,21,21,63,B
3,25,21,22,62,B
3,24,21,22,63,B
3,25,21,22,61,B
3,25,22,21,62,B
3,25,21,22,62,B
3,24,21,21,64,B
3,25,21,21,61,B
3,24,22,21,61,B
3,24,22,22,62,B
3,25,22,21,63,B
3,25,22,21,64,B
3,24,21,22,63,B
3,24,21,22,64,B
3,25,21,21,62,B
3,25,22,21,63,B
3,24,21,21,61,B
3,25,21,21,62,B
3,25,22,21,61,B
3,25,21,22,64,B
3,25,22,21,61,B
3,24,21,21,61,B
3,25,21,22,62,B
3,24,21,21,62,B
3,25,21,22,61,B
3,25,21,21,61,B
3,25,22,21,61,B
3,24,22,22,62,B
3,24,21,22,62,B
3,24,21,22,63,B
3,25,21,21,64,B
3,24,22,21,61,B
3,24,21,21,61,B
3,25,21,21,63,B
3,24,21,22,63,B
3,25,21,21,63,B
3,24,22,22,62,B
3,25,22,22,61,B
3,24,21,22,62,B
3,25,21,21,63,B
3,25,22,21,64,B
3,24,21,21,63,B
3,24,21,22,61,B
3,25,21,22,61,B
3,24,21,22,62,B
3,24,22,21,63,B
3,25,21,21,61,B
3,24,21,21,63,B
3,25,22,22,61,B
3,25,22,22,62,B
3,25,22,21,63,B
3,24,21,21,64,B
3,24,22,21,62,B
3,24,22,21,63,B
3,25,22,22,62,B
3,24,22,21,63,B
3,24,22,22,64,B
3,25,21,21,61,B
3,24,21,21,64,B
3,24,22,22,63,B
3,24,21,21,64,B
3,24,21,22,61,B
3,25,22,22,63,B
3,24,22,22,64,B
3,24,22,21,64,B
3,24,21,21,62,B
3,25,21,22,61,B
3,25,22,21,63,B
3,24,21,22,61,B
3,24,21,21,64,B
3,25,22,22,61,B
3,24,21,21,63,B
3,24,21,21,62,B
3,25,22,21,64,B
3,25,22,21,62,B
3,25,21,22,61,B
3,24,22,21,64,B
3,25,22,22,62,B
3,25,22,22,61,B
3,24,22,21,64,B
3,25,22,22,63,B
3,24,22,21,64,B
3,25,21,22,62,B
3,24,21,21,62,B
3,25,22,22,61,B
3,24,22,22,63,B
3,25,22,21,61,B
3,24,21,21,64,B
3,25,21,22,64,B
3,25,21,21,62,B
3,25,22,22,64,B
3,24,21,22,63,B
3,24,21,21,62,B
3,25,21,22,63,B
3,25,22,21,63,B
3,25,21,21,64,B
3,25,21,21,62,B
3,24,21,21,64,B
3,25,21,22,63,B
3,25,22,21,63,B
3,24,22,21,64,B
3,24,22,22,62,B
3,25,21,22,62,B
3,25,22,21,62,B
3,24,21,21,62,B
3,24,21,21,62,B
3,24,22,22,64,B
3,25,21,22,64,B
3,25,21,21,63,B
3,25,21,22,63,B
3,25,22,21,61,B
3,25,22,22,62,B
3,25,22,22,63,B
3,25,22,22,63,B
3,24,22,21,64,B
3,25,22,21,64,B
3,24,22,21,64,B
3,25,21,22,63,B
3,25,22,22,61,B
3,24,22,21,61,B
3,25,21,22,63,B
3,24,22,22,64,B
3,24,21,22,64,B
3,24,21,21,63,B
3,24,21,21,63,B
3,25,22,22,62,B
3,24,22,22,62,B
3,24,21,22,64,B
3,25,22,22,64,B
3,25,22,21,64,B
3,24,22,22,64,B
3,25,22,22,62,B
3,24,21,22,63,B
3,25,22,22,64,B
3,24,22,21,62,B
3,25,21,22,63,B
3,24,21,22,63,B
3,24,21,21,63,B
3,25,21,22,62,B
3,24,22,22,64,B
3,25,21,21,62,B
3,24,22,21,61,B
3,24,21,22,61,B
3,24,21,21,62,B
3,24,22,22,62,B
3,25,21,22,64,B
3,25,21,21,63,B
3,25,21,22,64,B
3,24,21,21,64,B
3,25,22,21,64,B
3,25,21,21,64,B
3,25,22,21,61,B
3,24,22,22,61,B
3,24,21,21,61,B
3,24,22,22,64,B
3,24,21,22,63,B
3,24,22,21,61,B
3,25,22,21,61,B
3,25,21,21,64,B
3,24,21,21,63,B
3,24,21,21,63,B
3,24,22,21,64,B
3,24,21,22,61,B
3,24,22,22,61,B
3,24,22,22,63,B
3,24,21,21,63,B
3,24,22,21,64,B
3,25,22,21,62,B
3,25,21,22,62,B
3,25,22,21,64,B
3,24,22,22,63,B
3,25,22,21,63,B
3,24,22,22,64,B
3,24,22,21,62,B
3,25,21,22,63,B
3,24,21,21,63,B
3,24,22,21,64,B
3,25,21,21,61,B
3,25,21,21,63,B
3,25,21,22,62,B
3,25,22,22,61,B
3,25,22,21,63,B
3,25,21,22,64,B
3,24,22,21,61,B
3,25,22,21,61,B
3,25,22,21,63,B
3,24,21,22,64,B
3,25,22,22,63,B
3,25,21,22,64,B
3,25,21,21,62,B
3,24,22,22,63,B
3,25,22,22,63,B
3,25,22,21,64,B
3,25,22,21,64,B
3,24,21,22,63,B
3,24,22,21,62,B
3,24,22,22,61,B
3,24,22,21,63,B
3,25,22,21,63,B
3,25,22,21,61,B
3,25,21,21,64,B
3,25,21,21,64,B
3,24,21,21,61,B
3,25,21,22,63,B
3,24,22,22,61,B
3,25,22,21,61,B
3,25,22,22,61,B
3,24,22,21,64,B
3,25,21,22,61,B
3,24,22,22,63,B
3,25,21,21,63,B
3,24,21,21,61,B
3,25,22,21,61,B
3,24,22,21,62,B
3,25,21,22,64,B
3,24,22,22,61,B
3,24,22,22,62,B
3,24,21,21,61,B
3,24,21,22,64,B
3,25,21,22,62,B
3,25,22,21,61,B
3,25,22,22,62,B
3,25,22,21,63,B
3,24,22,21,61,B
3,24,22,22,61,B
3,24,21,21,64,B
3,25,22,22,62,B
3,25,22,22,63,B
3,24,21,22,62,B
3,25,21,22,61,B
3,24,21,21,63,B
3,25,21,21,64,B
3,24,22,22,64,B
3,24,22,22,61,B
3,25,22,21,63,B
3,24,21,21,64,B
3,25,21,22,63,B
3,24,22,22,63,B
3,25,21,21,62,B
3,24,22,22,63,B
3,24,22,22,61,B
3,25,21,22,61,B
3,25,22,22,63,B
3,25,21,22,61,B
3,25,22,21,61,B
3,25,22,22,63,B
3,24,22,21,62,B
3,24,22,21,62,B
3,25,22,21,61,B
3,25,22,21,62,B
3,25,21,21,61,B
3,24,22,21,64,B
3,25,21,21,61,B
3,25,22,21,62,B
3,25,22,22,63,B
3,24,21,21,63,B
3,24,21,22,64,B
3,25,22,21,64,B
3,24,21,22,63,B
3,25,22,21,64,B
3,24,22,21,63,B
3,25,22,21,64,B
3,24,21,22,64,B
3,24,22,22,64,B
3,25,21,22,61,B
3,25,21,22,62,B
3,24,21,22,63,B
3,24,21,22,63,B
3,25,21,21,61,B
3,24,22,22,62,B
3,25,21,21,61,B
3,25,22,22,63,B
3,24,21,22,64,B
3,25,21,22,61,B
3,25,22,22,64,B
3,25,22,22,63,B
3,24,22,21,64,B
3,25,21,22,64,B
3,24,22,21,61,B
3,25,22,21,64,B
3,25,22,22,61,B
3,25,22,22,64,B
3,25,22,21,62,B
3,24,21,21,63,B
3,24,21,21,62,B
3,25,21,22,64,B
3,24,22,21,64,B
3,24,22,22,64,B
3,24,22,22,62,B
3,25,21,21,62,B
3,25,22,22,62,B
3,25,22,21,63,B
3,24,21,21,61,B
3,25,22,21,61,B
3,25,22,21,61,B
3,24,21,22,61,B
3,25,22,21,61,B
3,24,22,21,61,B
3,24,22,22,64,B
3,25,21,22,62,B
3,25,21,22,61,B
3,25,21,22,63,B
3,25,22,22,64,B
3,24,21,21,63,B
3,25,21,21,61,B
3,24,21,22,64,B
3,25,21,21,64,B
3,25,22,21,63,B
3,25,22,22,62,B
3,24,22,22,64,B
3,25,22,22,61,B
3,24,22,21,64,B
3,25,21,22,61,B
3,25,21,22,61,B
3,25,21,21,62,B
3,24,22,21,61,B
3,25,22,22,63,B
3,24,21,21,62,B
3,24,21,21,62,B
3,25,21,21,63,B
3,25,21,22,63,B
3,24,22,21,61,B
3,25,22,22,64,B
3,24,21,22,62,B
3,25,22,21,63,B
3,25,21,21,64,B
3,24,22,21,62,B
3,25,22,22,61,B
3,25,22,22,63,B
3,24,22,22,61,B
3,25,21,22,63,B
3,25,22,21,62,B
3,25,21,22,64,B
3,24,21,21,63,B
3,25,21,22,63,B
3,25,21,22,63,B
3,24,21,22,62,B
3,24,22,21,61,B
3,24,21,22,64,B
3,25,22,22,63,B
3,25,21,21,61,B
3,25,21,22,64,B
3,24,21,21,64,B
3,24,22,22,64,B
3,24,22,22,64,B
3,25,22,21,62,B
3,25,22,22,61,B
3,24,22,21,62,B
3,24,22,22,64,B
3,25,22,22,63,B
3,25,22,22,63,B
3,25,21,21,63,B
3,24,22,22,64,B
3,24,22,22,63,B
3,25,21,22,63,B
3,24,22,21,61,B
3,25,22,21,63,B
3,25,22,22,61,B
3,24,21,22,64,B
3,25,21,22,62,B
3,24,21,21,62,B
3,25,22,21,64,B
3,25,21,21,61,B
3,25,22,21,64,B
3,24,22,21,62,B
3,24,21,22,63,B
3,25,22,21,63,B
3,24,22,21,64,B
3,25,21,21,61,B
3,24,22,22,62,B
3,24,21,22,62,B
3,25,21,21,62,B
3,24,22,22,64,B
3,24,22,22,63,B
3,25,22,21,64,B
3,24,21,22,61,B
3,24,21,22,64,B
3,24,21,22,64,B
3,24,21,22,61,B
3,24,21,22,63,B
3,24,21,21,64,B
3,25,22,21,62,B
3,24,22,21,63,B
3,24,21,22,63,B
3,25,22,22,64,B
3,24,22,22,63,B
3,24,21,21,62,B
3,24,21,22,62,B
3,25,22,21,61,B
3,25,22,22,61,B
3,25,21,21,61,B
3,25,22,22,64,B
3,25,22,21,62,B
3,25,22,22,61,B
3,25,21,22,63,B
3,25,22,22,64,B
3,24,21,22,63,B
3,25,21,22,61,B
3,25,21,21,64,B
3,24,22,21,63,B
3,24,21,21,63,B
3,25,22,21,61,B
3,24,21,22,63,B
3,25,22,21,61,B
3,24,21,21,63,B
3,24,21,22,64,B
3,24,21,21,62,B
3,24,22,22,61,B
3,24,21,21,63,B
3,24,21,22,61,B
3,25,21,21,61,B
3,24,22,21,61,B
3,25,21,21,64,B
3,25,21,21,62,B
3,24,22,22,63,B
3,24,21,21,64,B
3,25,21,22,61,B
3,24,21,22,61,B
3,25,22,21,61,B
3,24,22,22,64,B
3,24,22,22,61,B
3,24,22,22,64,B
3,25,21,22,63,B
3,25,22,22,63,B
3,24,22,22,61,B
3,24,22,22,61,B
3,25,22,21,61,B
3,24,21,21,64,B
3,25,21,21,64,B
3,25,21,22,63,B
3,25,21,21,63,B
3,24,22,21,61,B
3,25,22,22,63,B
3,25,22,21,63,B
3,24,22,22,61,B
3,24,22,22,63,B
3,25,21,21,63,B
3,25,22,22,62,B
3,25,21,22,62,B
3,24,22,22,63,B
3,25,22,21,62,B
3,24,21,21,62,B
3,24,21,21,64,B
3,25,22,21,62,B
3,25,22,21,63,B
3,24,22,21,61,B
3,25,22,22,64,B
3,25,21,22,62,B
3,24,22,22,61,B
3,24,21,22,62,B
3,24,22,21,63,B
3,25,21,22,62,B
3,25,22,22,62,B
3,24,21,21,63,B
3,25,22,22,62,B
3,24,22,22,63,B
3,25,22,21,63,B
3,25,21,21,61,B
3,24,21,21,61,B
3,25,22,21,62,B
3,25,21,22,61,B
3,24,22,21,61,B
3,24,22,22,63,B
3,24,22,22,64,B
3,24,21,21,63,B
3,24,22,22,62,B
3,24,21,22,62,B
3,25,21,22,63,B
3,25,22,21,64,B
3,25,22,21,63,B
3,25,22,22,63,B
3,25,21,21,64,B
3,25,21,22,64,B
3,25,21,22,61,B
3,25,22,22,61,B
3,25,21,21,63,B
3,24,22,21,61,B
3,25,22,21,61,B
3,25,21,21,64,B
3,24,21,22,64,B
3,25,22,21,62,B
3,25,22,22,61,B
3,24,22,21,63,B
3,24,22,21,63,B
3,24,21,22,63,B
3,24,21,22,61,B
3,25,21,21,61,B
3,25,22,21,64,B
3,25,21,22,62,B
3,24,22,21,61,B
3,24,22,21,61,B
3,25,21,22,63,B
3,24,22,21,61,B
3,24,21,22,62,B
3,24,22,21,64,B
3,25,21,21,62,B
3,25,22,21,64,B
3,25,21,21,61,B
3,25,22,21,63,B
3,25,21,21,64,B
3,24,22,21,61,B
3,25,21,22,61,B
3,25,22,22,61,B
3,25,21,21,62,B
3,24,21,21,64,B
3,25,21,22,62,B
3,25,21,21,62,B
3,24,21,21,62,B
3,25,21,21,61,B
3,24,22,22,64,B
3,24,21,22,63,B
3,24,21,21,62,B
3,25,21,22,61,B
3,24,22,22,64,B
3,24,21,22,61,B
3,25,22,22,63,B
3,25,21,21,63,B
3,24,22,22,64,B
3,25,22,21,62,B
3,25,22,22,64,B
3,24,21,22,61,B
3,24,22,21,62,B
3,25,21,22,61,B
3,24,21,22,61,B
3,24,22,21,62,B
3,24,22,21,62,B
3,24,22,22,61,B
3,25,21,22,62,B
3,25,22,22,63,B
3,25,21,21,61,B
3,24,22,21,64,B
3,25,21,22,63,B
3,25,22,21,62,B
3,25,22,21,62,B
3,24,22,22,62,B
3,25,22,22,63,B
3,25,22,21,61,B
3,24,21,21,62,B
3,25,21,21,62,B
3,25,22,21,64,B
3,25,22,21,62,B
3,25,22,22,63,B
3,24,21,21,62,B
3,24,21,22,63,B
3,24,21,21,62,B
3,24,21,21,64,B
3,25,21,21,61,B
3,25,22,22,62,B
3,24,22,22,61,B
3,24,22,21,61,B
3,25,22,22,63,B
3,25,21,22,64,B
3,25,21,21,64,B
3,25,22,21,61,B
3,24,21,22,64,B
3,25,22,22,61,B
3,25,22,21,64,B
3,24,22,21,63,B
3,24,21,21,62,B
3,25,21,21,62,B
3,24,21,21,62,B
3,25,22,22,62,B
3,25,22,22,64,B
3,25,21,22,61,B
3,24,21,21,64,B
3,25,21,22,63,B
3,24,22,21,61,B
3,25,22,22,61,B
3,25,22,22,63,B
3,24,22,21,61,B
3,25,21,22,62,B
3,25,21,21,61,B
3,24,21,22,64,B
3,24,21,22,62,B
3,25,21,22,64,B
3,24,21,21,64,B
3,25,21,21,62,B
3,24,22,21,62,B
3,25,21,21,62,B
3,24,22,22,62,B
3,25,22,21,63,B
3,25,22,22,61,B
3,25,21,21,61,B
3,25,22,22,62,B
3,25,22,22,64,B
3,25,22,21,61,B
3,25,22,21,61,B
3,24,22,21,61,B
3,24,21,21,62,B
3,25,22,21,61,B
3,25,22,21,64,B
3,24,21,22,62,B
3,24,21,21,63,B
3,24,22,21,64,B
3,24,22,21,63,B
3,24,21,22,61,B
3,25,21,21,64,B
3,25,21,21,62,B
3,24,22,21,64,B
3,24,21,21,64,B
3,24,22,21,63,B
3,25,22,21,62,B
3,24,21,21,64,B
3,24,22,21,64,B
3,25,22,21,61,B
3,24,21,21,63,B
3,24,22,22,61,B
3,24,21,21,62,B
3,25,22,22,63,B
3,24,22,22,64,B
3,25,21,21,61,B
3,24,21,22,64,B
3,24,22,21,62,B
3,24,22,21,64,B
3,25,22,22,61,B
3,24,22,21,62,B
3,25,22,21,64,B
3,25,21,21,61,B
3,24,21,22,63,B
